id,direction,scheduled,flight_number,city,airline,terminal,gate,last_status,created_at,updated_at,is_primary,actual,flight_guid,plane
2899662,d,2020-07-30 04:55:00 +0200,QS1102,Heraklion,SmartWings,2,D2,Departed 04:55,2020-07-29 04:56:07 +0200,2020-07-30 05:08:06 +0200,true,2020-07-30 04:55:00 +0200,5f20e5042d380451c482448e,73G
2899664,d,2020-07-30 06:25:00 +0200,FR5508,Milan/BERGAMO,Ryanair,2,C18,Departed 06:22,2020-07-29 06:26:07 +0200,2020-07-30 06:27:07 +0200,true,2020-07-30 06:22:00 +0200,5f20fa1c2d380451c48246a9,73H
2899667,d,2020-07-30 07:20:00 +0200,FR8208,Bournemouth,Ryanair,1,B10,Departed 07:15,2020-07-29 07:21:07 +0200,2020-07-30 07:25:07 +0200,true,2020-07-30 07:15:00 +0200,5f2107002d380451c4824da3,73H
2899670,d,2020-07-30 08:10:00 +0200,OS0704,Vienna,Austrian Airlines,2,C12,Departed 08:01,2020-07-29 08:11:06 +0200,2020-07-30 08:06:08 +0200,true,2020-07-30 08:01:00 +0200,5f2112b82d380451c4824dd5,DH4
2899691,d,2020-07-30 10:00:00 +0200,AF1383,Paris/CDG,Air France,2,C4,Departed 10:01,2020-07-29 10:01:08 +0200,2020-07-30 10:12:07 +0200,true,2020-07-30 10:01:00 +0200,5f212c802d380451c4825626,320
2899698,d,2020-07-30 10:20:00 +0200,LH1393,Frankfurt,Lufthansa,2,C10,Departed 10:22,2020-07-29 10:21:07 +0200,2020-07-30 10:35:06 +0200,true,2020-07-30 10:22:00 +0200,5f2131302d380451c482590e,E90
2899703,d,2020-07-30 10:35:00 +0200,FR5007,Malaga,Ryanair,2,C18,Departed 10:35,2020-07-29 10:36:07 +0200,2020-07-30 10:42:07 +0200,true,2020-07-30 10:35:00 +0200,5f2134b42d380451c4825a62,73H
2899707,d,2020-07-30 11:00:00 +0200,BUC4346,Burgas,Bulgarian Air Charter,1,A7,Departed 11:00,2020-07-29 11:01:07 +0200,2020-07-30 11:11:07 +0200,true,2020-07-30 11:00:00 +0200,5f213a902d380451c4825f8b,320
2899709,d,2020-07-30 11:25:00 +0200,KL1352,Amsterdam,Klm Royal Dutch Airlines,2,C4,Departed 11:23,2020-07-29 11:26:06 +0200,2020-07-30 11:34:07 +0200,true,2020-07-30 11:23:00 +0200,5f21406c2d380451c4826a3f,73W
2899714,d,2020-07-30 11:25:00 +0200,OK0688,Barcelona,Czech Airlines,2,D4,Departed 11:19,2020-07-29 11:26:07 +0200,2020-07-30 11:29:08 +0200,true,2020-07-30 11:19:00 +0200,5f21406c2d380451c4826a40,73H
2899723,d,2020-07-30 11:35:00 +0200,OK0918,Kyiv/BORYSPIL,Czech Airlines,1,A4,Departed 11:32,2020-07-29 11:36:08 +0200,2020-07-30 11:47:07 +0200,true,2020-07-30 11:32:00 +0200,5f2142c42d380451c4826eef,319
2899725,d,2020-07-30 11:40:00 +0200,OK0490,Stockholm/ARLANDA,Czech Airlines,2,C7,Departed 11:39,2020-07-29 11:41:07 +0200,2020-07-30 11:51:06 +0200,true,2020-07-30 11:39:00 +0200,5f2143f02d380451c4827145,73H
2899729,d,2020-07-30 11:40:00 +0200,OK0650,London/HEATHROW,Czech Airlines,1,B5,Departed 11:39,2020-07-29 11:41:07 +0200,2020-07-30 11:49:08 +0200,true,2020-07-30 11:39:00 +0200,5f2143f02d380451c4827146,320
2899732,d,2020-07-30 11:50:00 +0200,OK0496,Goteborg,Czech Airlines,2,C14,Departed 12:25,2020-07-29 11:51:07 +0200,2020-07-30 12:35:08 +0200,true,2020-07-30 12:25:00 +0200,5f2146482d380451c4827628,AT7
