id,direction,scheduled,flight_number,city,airline,terminal,gate,last_status,created_at,updated_at,is_primary,actual,flight_guid,plane
3002095,d,2022-02-06 06:00:00 +0100,KL1350,Amsterdam,Klm Royal Dutch Airlines,2,C4,Departed 06:01,2022-02-05 06:01:08 +0100,2022-02-06 06:15:06 +0100,true,2022-02-06 06:01:00 +0100,61fe04542d386bd0d1ae05ea,295
3002100,d,2022-02-06 06:00:00 +0100,QS4210,Salalah Airport,SmartWings,1,B8,Departed 06:12,2022-02-05 06:01:08 +0100,2022-02-06 06:14:06 +0100,true,2022-02-06 06:12:00 +0100,61fe04542d386bd0d1ae05eb,7M8
3002101,d,2022-02-06 06:15:00 +0100,EW4208,Fuerteventura,Eurowings Ag,2,C3,Departed 06:16,2022-02-05 06:16:07 +0100,2022-02-06 06:26:06 +0100,true,2022-02-06 06:16:00 +0100,61fe07d62d386bd0d1ae092f,32A
3002102,d,2022-02-06 06:25:00 +0100,FR5007,Malaga,Ryanair,2,C18,Departed 06:26,2022-02-05 06:26:07 +0100,2022-02-06 06:35:05 +0100,true,2022-02-06 06:26:00 +0100,61fe0a2d2d386bd0d1ae0b43,73H
3002103,d,2022-02-06 06:30:00 +0100,AF1583,Paris/CDG,Air France,2,C2,Departed 06:24,2022-02-05 06:31:07 +0100,2022-02-06 06:37:06 +0100,true,2022-02-06 06:24:00 +0100,61fe0b592d386bd0d1ae0b9b,E90
3002108,d,2022-02-06 06:45:00 +0100,FR1014,London/STANSTED,Ryanair,1,B10,Departed 06:43,2022-02-05 06:46:08 +0100,2022-02-06 06:52:06 +0100,true,2022-02-06 06:43:00 +0100,61fe0edd2d386bd0d1ae11a9,73H
3002109,d,2022-02-06 07:00:00 +0100,LH1403,Frankfurt,Lufthansa,2,C9,Departed 07:00,2022-02-05 07:01:07 +0100,2022-02-06 07:10:06 +0100,true,2022-02-06 07:00:00 +0100,61fe12632d386bd0d1ae1441,32A
3002117,d,2022-02-06 07:30:00 +0100,FR4945,Milan/BERGAMO,Ryanair,2,C19,Departed 07:30,2022-02-05 07:31:08 +0100,2022-02-06 07:37:05 +0100,true,2022-02-06 07:30:00 +0100,61fe19692d386bd0d1ae17dd,73H
3002119,d,2022-02-06 08:50:00 +0100,FR5425,Naples,Ryanair,2,C18,Departed 08:48,2022-02-05 08:51:07 +0100,2022-02-06 08:54:06 +0100,true,2022-02-06 08:48:00 +0100,61fe2c292d386bd0d1ae25dc,7M8
3002121,d,2022-02-06 09:15:00 +0100,LX1485,Zurich,Swiss International Air Lines,2,C11,Departed 09:12,2022-02-05 09:16:06 +0100,2022-02-06 09:21:05 +0100,true,2022-02-06 09:12:00 +0100,61fe32052d386bd0d1ae285e,320
3002123,d,2022-02-06 09:15:00 +0100,QS1200,Dubai,SmartWings,1,B7,Departed 09:14,2022-02-05 09:16:06 +0100,2022-02-06 09:27:06 +0100,true,2022-02-06 09:14:00 +0100,61fe32052d386bd0d1ae285f,7M8
3002125,d,2022-02-06 09:40:00 +0100,DY1503,Oslo,Norwegian Air Shuttle,2,D3,Departed 09:34,2022-02-05 09:41:06 +0100,2022-02-06 09:44:06 +0100,true,2022-02-06 09:34:00 +0100,61fe37e02d386bd0d1ae2a18,73H
3002128,d,2022-02-06 10:10:00 +0100,FR1053,Edinburgh,Ryanair,1,B10,Departed 10:14,2022-02-05 10:11:08 +0100,2022-02-06 10:16:06 +0100,true,2022-02-06 10:14:00 +0100,61fe3ee82d386bd0d1ae2cf7,73H
3002129,d,2022-02-06 10:15:00 +0100,OK0894,Moscow/SHEREMETYEVO,Czech Airlines,1,B4,Departed 10:14,2022-02-05 10:16:06 +0100,2022-02-06 10:24:06 +0100,true,2022-02-06 10:14:00 +0100,61fe40152d386bd0d1ae2e8f,319
