id,direction,scheduled,flight_number,city,airline,terminal,gate,last_status,created_at,updated_at,is_primary,actual,flight_guid,plane
3139570,a,2023-03-14 07:25:00 +0100,LO6294,Punta Cana,Lot Polish Airlines,1,"",Arrived 08:46,2023-03-13 07:26:11 +0100,2023-03-14 08:48:09 +0100,true,2023-03-14 08:46:00 +0100,640ec1bc2d382ec25930e2b5,789
3139581,a,2023-03-14 07:40:00 +0100,FR8233,Pisa,Ryanair,2,"",Arrived 07:21,2023-03-13 07:41:10 +0100,2023-03-14 07:24:09 +0100,true,2023-03-14 07:21:00 +0100,640ec5412d382ec25930e57e,7M8
3139583,a,2023-03-14 08:20:00 +0100,EW9772,Duesseldorf/DUS,Eurowings Ag,2,"",Arrived 08:11,2023-03-13 08:21:10 +0100,2023-03-14 08:13:09 +0100,true,2023-03-14 08:11:00 +0100,640ecea02d382ec25930ea6a,320
3139586,a,2023-03-14 08:20:00 +0100,JU0610,Belgrade,Air Serbia,1,"",Arrived 08:09,2023-03-13 08:21:10 +0100,2023-03-14 08:11:09 +0100,true,2023-03-14 08:09:00 +0100,640ecea02d382ec25930ea6c,E95
3139584,a,2023-03-14 08:20:00 +0100,KL1351,Amsterdam,Klm Royal Dutch Airlines,2,"",Arrived 08:14,2023-03-13 08:21:10 +0100,2023-03-14 08:17:09 +0100,true,2023-03-14 08:14:00 +0100,640ecea02d382ec25930ea6b,E90
3139589,a,2023-03-14 08:40:00 +0100,LX1484,Zurich,Swiss International Air Lines,2,"",Arrived 08:30,2023-03-13 08:41:12 +0100,2023-03-14 08:33:10 +0100,true,2023-03-14 08:30:00 +0100,640ed3502d382ec25930f0fb,295
3139593,a,2023-03-14 08:55:00 +0100,TK1767,Istanbul/IST,Turkish Airlines,1,"",Arrived 08:49,2023-03-13 08:56:11 +0100,2023-03-14 08:51:10 +0100,true,2023-03-14 08:49:00 +0100,640ed6d42d382ec25930f63c,32Q
3139595,a,2023-03-14 09:05:00 +0100,LO0523,Warsaw/WAW,Lot Polish Airlines,2,"",Arrived 08:53,2023-03-13 09:06:11 +0100,2023-03-14 08:55:10 +0100,true,2023-03-14 08:53:00 +0100,640ed92c2d382ec25930fa14,E75
3139598,a,2023-03-14 09:20:00 +0100,W68303,Rome/FIUMICINO,Wizz Air,2,"",Arrived 08:57,2023-03-13 09:21:14 +0100,2023-03-14 08:59:09 +0100,true,2023-03-14 08:57:00 +0100,640edcb12d382ec25930ffe5,32Q
3139605,a,2023-03-14 09:45:00 +0100,VY8652,Barcelona,Vueling,2,"",Arrived 09:35,2023-03-13 09:46:13 +0100,2023-03-14 09:38:09 +0100,true,2023-03-14 09:35:00 +0100,640ee28c2d382ec2593104d4,32A
3139612,a,2023-03-14 10:05:00 +0100,BA0854,London/HEATHROW,British Airways,1,"",Arrived 10:27,2023-03-13 10:06:12 +0100,2023-03-14 10:29:09 +0100,true,2023-03-14 10:27:00 +0100,640ee73d2d382ec259310823,320
3139613,a,2023-03-14 10:05:00 +0100,QS2505,Marsa Alam,SmartWings,1,"",Arrived 09:47,2023-03-13 10:06:12 +0100,2023-03-14 09:50:11 +0100,true,2023-03-14 09:47:00 +0100,640ee73d2d382ec259310824,7M8
3139616,a,2023-03-14 10:25:00 +0100,EW4211,Copenhagen/CPH,Eurowings Ag,2,"",Arrived 10:11,2023-03-13 10:26:12 +0100,2023-03-14 10:13:09 +0100,true,2023-03-14 10:11:00 +0100,640eebec2d382ec259310e4b,320
3139618,a,2023-03-14 10:30:00 +0100,OS0705,Vienna,Austrian Airlines,2,"",Arrived 10:22,2023-03-13 10:31:11 +0100,2023-03-14 10:25:10 +0100,true,2023-03-14 10:22:00 +0100,640eed182d382ec259311033,E95
3139622,a,2023-03-14 10:30:00 +0100,QS2503,Hurghada,SmartWings,1,"",Arrived 10:16,2023-03-13 10:31:11 +0100,2023-03-14 10:19:09 +0100,true,2023-03-14 10:16:00 +0100,640eed182d382ec259311034,7M8
